151,9,18,0,6,1,8,9
391,10,23,0,10,1,12,13
271,6,25,0,14,1,18,19
49,19,25,0,1,1,5,6
285,11,27,0,11,1,15,16
473,0,29,0,7,2,27,29
286,2,29,0,7,2,25,27
357,7,31,0,16,1,23,24
104,5,31,0,16,1,25,26
379,23,33,0,6,1,9,10
32,15,35,0,15,1,19,20
64,3,35,0,11,1,31,32
440,1,36,0,8,2,33,35
397,21,37,0,3,1,15,16
409,20,39,0,7,1,18,19
608,7,43,0,13,1,35,36
457,17,45,0,5,1,27,28
154,16,45,0,5,1,28,29
7,21,46,0,8,1,24,25
77,6,50,0,14,1,43,44
80,9,50,0,14,1,40,41
113,15,53,0,6,2,36,38
659,21,59,0,8,1,37,38
687,18,59,0,8,1,40,41
521,38,59,0,1,15,6,21
329,53,59,0,1,1,5,6
584,39,59,0,1,15,5,20
307,15,59,0,8,2,42,44
547,28,59,0,1,25,6,31
266,11,62,0,16,1,50,51
159,54,65,0,2,1,10,11
180,17,68,0,12,3,48,51
651,15,68,0,12,3,50,53
615,10,68,0,18,2,56,58
158,33,70,0,4,20,17,37
475,40,70,0,2,13,17,30
469,29,70,0,2,24,17,41
172,68,74,0,1,1,5,6
635,12,76,0,19,1,63,64
636,7,76,0,19,1,68,69
443,39,76,0,4,14,23,37
485,50,76,0,4,4,22,26
450,5,76,0,19,1,70,71
486,32,76,0,4,22,22,44
214,16,78,0,16,2,60,62
227,16,78,0,16,1,61,62
569,23,83,0,10,30,30,60
250,64,83,0,3,2,17,19
392,61,83,0,10,1,21,22
199,58,83,0,3,8,17,25
613,19,84,0,17,2,63,65
382,37,88,0,5,16,35,51
287,33,88,0,5,20,35,55
516,50,88,0,5,3,35,38
341,26,88,0,5,27,35,62
262,30,89,0,11,23,36,59
520,45,92,0,13,10,37,47
420,54,92,0,13,2,36,38
334,67,93,0,4,2,24,26
632,16,94,0,19,3,75,78
89,44,94,0,12,9,41,50
688,54,97,0,6,1,42,43
121,54,97,0,6,1,42,43
328,31,98,0,14,25,42,67
270,27,98,0,14,28,43,71
220,28,100,0,14,25,47,72
567,32,100,0,14,21,47,68
127,29,100,0,14,25,46,71
548,41,100,0,14,12,47,59
460,66,101,0,5,1,34,35
552,71,101,0,5,1,29,30
210,55,108,0,7,1,52,53
272,37,110,0,15,18,55,73
33,86,110,0,1,15,9,24
218,54,110,0,15,4,52,56
531,34,111,0,15,20,57,77
689,66,111,0,6,2,43,45
207,91,116,0,2,10,15,25
528,32,117,0,8,21,64,85
680,43,117,0,8,10,64,74
527,48,117,0,8,5,64,69
324,70,119,0,9,1,48,49
288,39,120,0,16,14,67,81
308,25,120,0,16,28,67,95
196,44,120,0,16,9,67,76
371,58,120,0,17,1,61,62
232,51,124,0,9,2,71,73
301,43,129,0,18,14,72,86
141,59,129,0,18,1,69,70
240,94,130,0,2,30,6,36
554,51,132,0,17,2,79,81
499,35,132,0,17,18,79,97
404,55,135,0,19,1,79,80
222,42,137,0,18,12,83,95
401,50,137,0,18,3,84,87
611,43,137,0,18,10,84,94
143,72,138,0,10,29,37,66
255,73,139,0,3,51,15,66
147,117,139,0,1,16,6,22
325,120,139,0,1,13,6,19
224,100,139,0,1,33,6,39
690,87,147,0,11,14,46,60
155,117,147,0,3,16,14,30
488,86,147,0,3,47,14,61
197,109,147,0,3,24,14,38
480,86,147,0,4,38,23,61
544,44,147,0,19,10,93,103
483,23,147,0,19,31,93,124
239,72,147,0,11,29,46,75
146,109,150,0,1,30,11,41
625,93,152,0,12,8,51,59
208,121,153,0,4,12,20,32
477,72,153,0,4,61,20,81
201,104,159,0,5,29,26,55
389,102,159,0,5,31,26,57
2,110,159,0,5,23,26,49
68,97,160,0,6,27,36,63
658,75,160,0,6,49,36,85
621,130,160,0,2,9,21,30
175,91,160,0,2,48,21,69
176,96,160,0,13,5,59,64
260,88,160,0,13,13,59,72
95,97,168,0,15,4,67,71
6,75,168,0,15,26,67,93
18,64,168,0,15,37,67,104
106,87,168,0,15,14,67,81
465,80,169,0,6,53,36,89
386,119,169,0,6,14,36,50
212,89,170,0,7,35,46,81
467,137,172,0,3,2,33,35
489,134,172,0,3,5,33,38
557,81,175,0,16,20,74,94
128,134,177,0,4,6,37,43
410,97,179,0,7,36,46,82
653,93,179,0,7,40,46,86
234,85,179,0,8,39,55,94
13,108,179,0,10,51,20,71
161,127,179,0,10,32,20,52
435,131,179,0,10,28,20,48
526,98,179,0,8,26,55,81
511,92,179,0,8,32,55,87
20,112,179,0,10,47,20,67
182,93,180,0,17,8,79,87
368,91,180,0,17,10,79,89
348,80,180,0,17,21,79,100
512,74,186,0,9,50,62,112
381,80,186,0,9,44,62,106
543,72,186,0,9,52,62,114
251,100,186,0,9,24,62,86
595,139,187,0,4,33,15,48
545,105,188,0,11,54,29,83
228,89,188,0,8,44,55,99
318,113,188,0,11,46,29,75
350,74,188,0,8,59,55,114
365,123,188,0,8,10,55,65
462,115,188,0,11,44,29,73
575,73,189,0,5,66,50,116
96,124,189,0,5,16,49,65
139,96,189,0,5,44,49,93
152,62,191,0,18,39,90,129
491,79,191,0,18,22,90,112
140,78,191,0,18,23,90,113
415,101,193,0,10,23,69,92
628,112,194,0,12,47,35,82
627,103,194,0,12,56,35,91
517,137,194,0,5,35,22,57
88,122,194,0,12,37,35,72
319,67,194,0,12,92,35,127
574,139,194,0,5,33,22,55
320,136,194,0,12,23,35,58
51,62,198,0,11,62,74,136
65,88,198,0,11,36,74,110
70,128,199,0,6,11,60,71
601,108,199,0,9,25,66,91
321,112,199,0,9,21,66,87
345,133,199,0,6,6,60,66
655,142,200,0,7,30,28,58
586,68,200,0,19,33,99,132
519,79,202,0,13,80,43,123
599,98,202,0,13,61,43,104
23,121,209,0,7,18,70,88
665,76,209,0,7,64,69,133
82,121,209,0,7,19,69,88
364,123,209,0,7,16,70,86
130,119,210,0,16,40,51,91
41,122,210,0,16,37,51,88
568,79,212,0,14,45,88,133
81,71,212,0,14,53,88,141
674,143,212,0,8,29,40,69
332,115,217,0,18,44,58,102
438,125,217,0,18,34,58,92
537,130,217,0,18,29,58,87
525,84,221,0,8,55,82,137
400,112,221,0,8,27,82,109
16,119,221,0,8,20,82,102
427,80,222,0,16,44,98,142
490,112,225,0,10,60,53,113
607,153,225,0,1,63,9,72
231,132,226,0,9,7,87,94
188,118,226,0,9,21,87,108
402,103,226,0,19,56,67,123
476,102,229,0,19,22,105,127
90,113,232,0,11,59,60,119
316,150,236,0,2,66,20,86
268,152,236,0,2,64,20,84
664,149,242,0,3,67,26,93
249,154,242,0,3,62,26,88
326,161,242,0,3,55,26,81
630,138,242,0,12,34,70,104
242,140,242,0,3,76,26,102
500,144,242,0,3,72,26,98
137,150,242,0,3,66,26,92
276,153,242,0,3,63,26,89
648,149,244,0,10,78,17,95
38,150,244,0,10,77,17,94
479,151,247,0,4,65,31,96
337,139,247,0,4,77,31,108
52,157,247,0,4,59,31,90
241,144,247,0,4,72,31,103
589,139,248,0,1,103,6,109
353,72,252,0,13,100,80,180
57,140,256,0,11,87,29,116
69,160,258,0,6,56,42,98
657,143,258,0,6,73,42,115
275,143,258,0,3,99,16,115
385,158,258,0,6,58,42,100
22,104,260,0,14,68,88,156
546,171,261,0,1,80,10,90
566,87,263,0,12,140,36,176
56,150,263,0,4,92,21,113
563,152,263,0,3,102,9,111
209,165,263,0,4,77,21,98
336,151,263,0,4,91,21,112
478,171,263,0,4,71,21,92
492,153,263,0,4,89,21,110
414,172,263,0,4,70,21,91
564,175,263,0,3,79,9,88
245,155,263,0,7,61,47,108
179,107,263,0,12,120,36,156
498,135,268,0,8,81,52,133
45,152,268,0,8,64,52,116
142,138,268,0,15,34,96,130
258,120,268,0,15,52,96,148
676,141,268,0,15,31,96,127
413,159,271,0,5,83,29,112
156,172,271,0,5,70,29,99
459,161,271,0,5,81,29,110
193,153,272,0,13,74,45,119
530,164,273,0,9,90,19,109
36,149,276,0,10,102,25,127
265,125,276,0,16,47,104,151
131,128,276,0,16,44,104,148
183,145,276,0,10,106,25,131
160,172,276,0,10,79,25,104
309,165,276,0,10,86,25,111
216,171,280,0,6,71,38,109
71,161,280,0,6,81,38,119
215,144,280,0,6,98,38,136
243,150,281,0,14,77,54,131
672,144,281,0,14,83,54,137
186,181,284,0,10,73,30,103
640,174,284,0,10,80,30,110
614,140,285,0,17,32,113,145
144,152,286,0,15,75,59,134
273,138,286,0,15,89,59,148
417,171,286,0,7,71,44,115
61,191,288,0,1,91,6,97
283,192,288,0,1,90,6,96
296,161,288,0,11,90,37,127
225,175,288,0,1,107,6,113
202,142,291,0,11,112,37,149
67,178,291,0,11,76,37,113
50,175,291,0,11,79,37,116
264,122,293,0,16,105,66,171
226,149,293,0,16,78,66,144
358,145,293,0,16,82,66,148
331,138,294,0,12,113,43,156
78,162,294,0,8,80,52,132
292,167,294,0,12,84,43,127
60,150,294,0,12,101,43,144
8,173,294,0,8,69,52,121
59,160,296,0,12,94,42,136
58,173,296,0,12,81,42,123
162,195,297,0,2,87,15,102
507,133,297,0,18,39,125,164
300,115,297,0,18,57,125,182
298,101,297,0,18,71,125,196
444,173,297,0,2,109,15,124
399,188,297,0,2,94,15,109
192,143,300,0,17,84,73,157
330,130,300,0,17,97,73,170
323,167,302,0,9,75,60,135
93,166,302,0,9,76,60,136
168,168,302,0,9,74,60,134
682,156,304,0,13,95,53,148
374,170,304,0,13,81,53,134
603,145,305,0,18,82,78,160
678,151,305,0,18,76,78,154
540,143,305,0,19,29,133,162
198,196,306,0,3,86,24,110
600,146,306,0,13,108,52,160
352,112,306,0,13,142,52,194
466,184,306,0,3,98,24,122
282,144,311,0,19,83,84,167
132,146,311,0,19,81,84,165
631,114,311,0,19,113,84,197
21,152,314,0,14,99,63,162
395,170,314,0,14,84,60,144
177,194,317,0,4,88,35,123
532,155,319,0,15,96,68,164
94,157,322,0,15,97,68,165
295,178,322,0,15,76,68,144
426,164,326,0,16,87,75,162
40,103,326,0,16,148,75,223
383,181,328,0,5,101,46,147
97,153,328,0,5,129,46,175
616,199,330,0,1,122,9,131
541,166,333,0,17,88,79,167
299,157,337,0,18,94,86,180
576,144,337,0,18,107,86,193
111,192,339,0,2,129,18,147
338,206,339,0,2,115,18,133
618,186,339,0,2,135,18,153
536,180,339,0,6,102,57,159
133,160,342,0,19,91,91,182
116,154,342,0,19,97,91,188
166,117,342,0,19,134,91,225
638,200,343,0,3,129,14,143
446,189,343,0,3,140,14,154
556,172,345,0,18,82,91,173
28,218,345,0,2,119,8,127
361,192,349,0,7,90,67,157
474,181,349,0,7,101,67,168
372,208,349,0,3,113,28,141
637,203,349,0,3,118,28,146
114,201,353,0,6,128,24,152
17,181,356,0,19,73,102,175
369,175,356,0,19,79,102,181
112,154,356,0,19,100,102,202
661,190,358,0,8,92,76,168
