1170,3,21,3,0,6,12,18
1200,18,27,1,0,1,8,9
739,6,27,1,0,7,14,21
134,18,27,1,0,2,7,9
1213,1,27,2,0,5,21,26
1312,18,46,5,0,19,9,28
573,10,46,5,0,26,10,36
534,24,46,5,0,12,10,22
509,35,46,5,0,3,8,11
1193,11,55,4,0,10,34,44
541,39,55,3,0,1,15,16
283,20,55,3,0,17,18,35
516,31,55,3,0,6,18,24
420,5,55,4,0,15,35,50
513,11,55,4,0,9,35,44
891,27,55,4,0,1,27,28
298,30,55,3,0,9,16,25
1078,28,55,3,0,9,18,27
619,46,55,3,0,1,8,9
1169,21,55,3,0,17,17,34
141,39,66,1,0,15,12,27
53,29,66,1,0,25,12,37
10,25,66,2,0,19,22,41
177,34,66,10,0,1,31,32
192,16,66,10,0,7,43,50
241,6,66,10,0,16,44,60
403,43,66,2,0,2,21,23
1083,25,66,10,0,1,40,41
380,55,66,1,0,1,10,11
1053,22,66,2,0,21,23,44
950,29,66,1,0,26,11,37
482,36,66,1,0,20,10,30
1145,24,66,10,0,1,41,42
209,0,66,11,0,13,53,66
923,23,66,10,0,1,42,43
627,26,66,10,0,1,39,40
769,19,66,10,0,3,44,47
124,45,66,1,0,10,11,21
1118,45,66,1,0,9,12,21
484,29,66,1,0,25,12,37
522,65,70,1,0,1,4,5
693,47,70,1,0,16,7,23
874,35,84,12,0,1,48,49
1240,31,84,12,0,1,52,53
799,36,84,12,0,1,47,48
265,9,84,13,0,16,59,75
1129,62,84,10,0,1,21,22
883,78,84,1,0,1,5,6
370,51,84,11,0,1,32,33
796,60,84,2,0,11,13,24
741,26,84,13,0,1,57,58
1001,57,84,10,0,1,26,27
1134,55,84,10,0,1,28,29
968,23,94,14,0,47,24,71
1162,45,94,14,0,24,25,49
991,46,94,15,0,16,32,48
588,10,94,14,0,59,25,84
528,8,94,15,0,51,35,86
1123,34,94,16,0,19,41,60
113,33,94,15,0,26,35,61
706,51,94,15,0,8,35,43
652,37,94,16,0,14,43,57
1291,23,94,16,0,28,43,71
382,51,94,15,0,9,34,43
1189,36,94,15,0,23,35,58
616,10,94,16,0,41,43,84
219,35,94,15,0,26,33,59
636,51,94,14,0,18,25,43
1292,41,94,15,0,18,35,53
872,36,94,15,0,24,34,58
952,56,94,16,0,1,37,38
750,18,94,16,0,34,42,76
735,17,94,15,0,43,34,77
550,59,102,8,0,25,18,43
1047,51,102,9,0,12,39,51
685,83,102,1,0,5,14,19
367,69,102,3,0,2,31,33
1313,65,102,3,0,6,31,37
1172,89,102,8,0,1,12,13
