1,9,6,0
2,10,6,0
3,11,7,0
5,13,12,0
4,14,12,0
0,16,12,0
1,17,3,1
3,19,7,3
5,20,10,2
2,23,4,0
4,26,11,1
1,26,2,2
0,30,17,0
1,31,2,8
3,31,6,4
2,32,4,2
5,35,10,7
4,35,10,3
1,36,1,8
3,38,6,7
0,39,16,6
1,40,1,13
2,42,3,2
3,43,5,7
0,44,15,8
1,46,0,14
3,47,5,11
2,48,3,4
0,54,14,11
4,55,0,3
5,57,2,7
3,57,0,11
2,58,0,4
0,61,13,18
2,68,3,0
5,69,1,12
3,70,3,0
1,72,19,0
2,75,0,5
1,77,18,12
5,79,0,13
3,79,3,2
0,81,0,20
4,82,19,0
3,90,2,5
2,92,7,0
0,93,7,0
5,95,11,0
3,97,2,12
2,99,6,6
5,100,11,10
0,103,7,4
4,105,1,2
1,106,0,20
3,106,1,13
0,108,6,5
2,108,5,11
5,112,10,14
3,112,0,14
4,113,1,9
2,115,4,19
0,117,5,8
4,123,0,11
0,124,4,9
2,124,0,20
3,127,8,0
1,130,12,0
5,131,0,20
3,136,7,14
0,137,0,20
2,138,9,0
1,149,0,20
3,149,0,20
2,149,8,16
4,152,18,0
5,156,18,0
1,156,2,0
3,162,3,0
0,163,18,0
1,164,0,20
2,165,0,20
5,166,18,5
3,167,3,9
5,171,17,5
0,173,19,0
4,175,0,20
3,176,2,10
2,178,6,0
2,183,5,18
3,184,2,15
1,189,19,0
5,192,0,20
2,195,0,20
1,196,18,7
3,196,1,17
4,199,16,0
0,199,0,20
1,206,17,15
3,206,0,20
2,208,5,0
0,211,5,0
5,214,11,0
2,214,4,19
0,215,5,2
4,219,0,20
5,220,11,19
0,221,5,5
3,222,8,0
2,225,0,20
3,228,7,18
0,229,5,10
1,232,0,20
5,236,0,20
0,237,4,10
3,242,0,20
4,243,13,0
2,243,9,0
0,249,0,20
5,253,13,0
3,254,1,0
1,257,13,0
2,258,0,20
4,259,0,20
3,266,0,20
1,267,12,13
5,271,0,20
2,271,6,0
0,272,14,0
3,275,2,0
3,282,0,20
4,283,14,0
2,283,0,20
1,290,0,20
0,291,0,20
2,296,7,0
5,298,17,0
3,299,7,0
4,303,0,20
3,312,0,20
2,313,0,20
1,315,17,0
5,319,0,20
0,320,19,0
2,322,4,0
3,323,4,0
3,331,4,9
2,331,0,20
4,333,19,0
3,336,3,9
4,338,18,17
1,338,0,20
5,339,12,0
0,345,0,20
3,346,0,20
2,347,9,0
3,354,1,0
1,356,9,0
5,359,0,20
3,363,1,19
2,364,0,20
4,365,0,20
1,367,9,4
0,368,16,0
3,369,0,19
2,375,3,0
1,376,8,4
5,380,10,0
3,381,3,0
4,383,10,0
2,386,2,14
1,389,0,20
0,395,0,20
3,396,6,0
2,397,0,20
4,402,0,8
5,406,0,20
3,408,5,15
1,410,11,0
2,410,7,0
0,413,11,0
2,417,5,4
3,419,0,20
4,420,11,0
5,421,11,0
1,425,0,20
0,426,8,6
4,429,15,0
2,430,2,7
5,433,15,0
3,433,2,0
0,437,2,9
2,439,0,12
5,444,14,5
0,444,0,9
4,448,0,20
1,455,18,0
5,468,0,20
4,470,12,0
0,474,18,0
1,483,0,20
5,485,13,0
4,486,0,8
0,486,17,3
5,491,13,9
0,492,16,5
0,499,14,12
0,505,13,15
1,508,19,0
4,509,16,0
5,511,0,9
0,526,0,15
1,533,0,1
