1,7,6,0
0,8,7,0
3,9,7,0
2,11,9,0
1,16,6,3
0,17,5,5
4,17,17,0
5,18,17,0
2,21,8,5
4,23,16,6
1,24,5,4
3,24,8,0
0,25,5,15
5,25,14,1
0,31,4,17
1,31,4,5
4,31,15,19
5,31,14,15
2,32,7,18
3,36,7,2
5,39,13,16
1,42,0,20
0,43,0,20
3,44,6,15
2,48,0,20
0,54,1,0
4,54,0,20
3,57,0,20
2,58,4,0
5,62,0,20
0,64,0,20
1,66,12,0
2,69,0,20
4,70,12,0
0,72,2,0
3,72,5,0
2,80,2,0
0,84,0,20
3,86,0,20
1,88,0,20
5,88,19,0
4,90,0,20
2,92,0,20
0,93,3,0
3,95,1,0
1,97,1,0
0,103,0,20
1,104,0,20
3,105,0,20
4,105,10,0
2,106,9,0
5,117,0,20
2,119,0,20
3,121,6,0
4,124,0,20
1,125,16,0
0,126,16,0
2,130,3,0
3,134,0,20
2,139,0,20
5,141,16,0
0,147,0,20
1,150,0,20
2,151,4,0
3,151,7,0
4,151,18,0
2,160,0,20
5,160,0,20
3,166,0,20
0,176,18,0
2,177,5,0
4,177,0,20
1,179,18,0
3,180,2,0
2,186,0,20
5,186,17,0
3,192,0,20
4,193,11,0
0,201,0,20
1,206,0,20
2,207,9,0
5,207,0,20
3,212,9,0
4,213,0,20
2,222,0,20
0,223,15,0
5,226,15,0
3,227,0,20
1,231,15,0
2,232,4,0
3,236,1,0
4,237,15,0
4,242,14,8
0,243,0,20
2,244,0,20
3,246,0,20
5,248,0,20
1,252,0,20
2,257,8,0
4,260,0,20
0,264,12,0
3,264,8,0
5,268,12,0
2,271,0,20
1,276,12,0
3,276,0,20
4,276,12,0
0,280,0,20
1,281,11,17
5,285,0,20
2,286,5,0
3,287,5,0
4,287,11,8
1,298,0,20
3,298,4,14
2,299,0,20
5,304,13,0
4,306,0,20
0,309,17,0
3,309,0,20
2,312,6,0
1,317,13,0
4,321,10,0
3,322,7,0
2,326,0,20
5,327,0,20
3,334,0,20
0,335,0,20
1,337,0,20
2,339,6,0
4,346,0,20
2,349,4,12
3,351,7,0
5,355,19,0
0,360,19,0
2,361,0,20
3,362,0,9
1,363,19,0
4,371,19,0
2,372,3,0
3,373,3,0
5,380,0,20
3,381,1,10
2,383,0,20
0,386,0,20
1,386,0,11
3,386,1,19
4,388,10,0
3,393,0,19
5,398,11,0
2,400,9,0
0,402,11,0
1,405,11,0
3,409,9,0
2,410,8,6
4,411,0,20
0,412,11,14
5,412,0,20
2,417,8,9
1,420,14,0
0,422,10,14
2,428,4,9
4,433,14,0
5,433,17,0
2,434,4,11
4,439,13,13
0,440,0,20
1,440,0,20
2,442,2,11
2,451,0,20
5,457,0,20
4,458,0,20
1,463,16,0
2,463,2,0
3,464,2,0
0,466,16,0
2,467,2,16
3,472,0,4
2,473,0,16
0,474,13,11
4,478,16,0
5,483,18,0
4,486,18,0
1,487,0,20
5,494,17,12
4,497,17,1
0,498,0,20
4,512,13,5
1,514,17,0
5,516,0,20
4,517,13,10
4,530,10,10
5,534,10,0
4,555,0,20
5,558,0,2
