186,9,27,4,0,7,11,18
108,10,31,3,0,6,15,21
431,28,52,6,0,9,15,24
55,21,52,8,0,8,23,31
503,37,56,9,0,5,14,19
77,29,83,10,0,29,25,54
103,22,83,18,0,20,41,61
382,42,83,10,0,17,24,41
529,66,126,1,0,43,17,60
17,92,126,2,0,4,30,34
324,63,126,1,0,45,18,63
201,59,131,16,0,4,68,72
349,86,131,6,0,3,42,45
330,59,131,11,0,14,58,72
390,95,131,5,0,12,24,36
202,60,131,16,0,4,67,71
49,121,144,15,0,5,18,23
173,119,145,9,0,1,25,26
394,105,145,9,0,4,36,40
257,112,145,7,0,14,19,33
472,90,154,18,0,6,58,64
158,101,154,11,0,10,43,53
160,95,154,10,0,21,38,59
122,177,201,2,0,4,20,24
126,168,215,9,0,11,36,47
362,177,215,7,0,13,25,38
144,178,215,5,0,28,9,37
496,182,215,6,0,14,19,33
314,135,224,14,0,19,70,89
195,149,224,12,0,18,57,75
141,145,224,10,0,39,40,79
288,129,224,18,0,11,84,95
74,156,224,10,0,29,39,68
321,175,244,16,0,33,36,69
311,216,244,5,0,16,12,28
336,196,244,15,0,23,25,48
387,181,244,18,0,12,51,63
484,170,244,19,0,14,60,74
67,197,248,12,0,14,37,51
499,227,248,6,0,4,17,21
407,195,248,12,0,15,38,53
98,214,248,9,0,6,28,34
175,237,249,6,0,1,11,12
360,245,271,4,0,6,20,26
85,256,278,1,0,6,16,22
10,294,309,7,0,1,14,15
333,267,309,9,0,19,23,42
151,282,311,9,0,5,24,29
187,260,311,7,0,35,16,51
483,238,311,19,0,30,43,73
155,281,318,2,0,4,33,37
459,294,318,1,0,11,13,24
223,301,326,15,0,6,19,25
235,227,327,18,0,23,77,100
217,232,327,15,0,37,58,95
200,235,327,16,0,24,68,92
75,267,327,10,0,16,44,60
39,319,345,3,0,9,17,26
69,339,354,5,0,6,9,15
525,294,368,11,0,9,65,74
514,285,368,19,0,4,79,83
237,318,368,7,0,7,43,50
219,303,368,9,0,11,54,65
12,320,368,4,0,17,31,48
128,348,368,3,0,4,16,20
5,355,370,4,0,6,9,15
488,360,389,7,0,14,15,29
485,331,396,19,0,18,47,65
106,349,396,19,0,2,45,47
454,328,396,19,0,22,46,68
379,336,396,11,0,44,16,60
411,344,396,12,0,26,26,52
455,324,396,19,0,25,47,72
87,384,396,11,0,1,11,12
397,343,396,11,0,36,17,53
511,327,396,11,0,52,17,69
381,330,396,14,0,28,38,66
376,370,400,17,0,6,24,30
133,412,435,2,0,1,22,23
458,400,435,1,0,18,17,35
34,399,435,2,0,4,32,36
32,397,450,19,0,27,26,53
393,422,453,2,0,13,18,31
31,383,453,9,0,11,59,70
163,358,453,15,0,2,93,95
