482,4,11,0,1,1,6,7
76,5,11,0,1,1,5,6
1075,0,11,0,1,2,9,11
835,5,13,0,1,1,7,8
819,13,16,0,1,1,2,3
836,12,16,0,1,1,3,4
481,12,16,0,1,1,3,4
194,16,22,0,3,2,4,6
290,6,22,0,2,1,15,16
8,8,22,0,2,1,13,14
932,11,22,0,3,1,10,11
849,12,24,0,2,1,11,12
13,19,24,0,1,2,3,5
942,21,24,0,1,1,2,3
1093,19,24,0,1,1,4,5
148,16,28,0,4,1,11,12
720,16,28,0,4,1,11,12
721,16,28,0,4,1,11,12
674,14,30,0,10,1,15,16
164,8,30,0,3,1,21,22
963,10,35,0,4,1,24,25
97,8,36,0,5,1,27,28
1091,5,36,0,5,1,30,31
988,13,36,0,11,1,22,23
464,9,36,0,11,2,25,27
298,11,36,0,11,1,24,25
964,13,37,0,4,1,23,24
293,12,38,0,5,1,25,26
338,16,38,0,5,1,21,22
784,20,43,0,10,1,22,23
223,6,43,0,6,1,36,37
203,10,43,0,6,1,32,33
16,13,43,0,6,1,29,30
69,9,43,0,6,1,33,34
455,1,44,0,6,2,41,43
225,5,44,0,6,2,37,39
637,17,45,0,12,1,27,28
807,8,45,0,6,1,36,37
446,13,45,0,12,2,30,32
875,12,45,0,12,1,32,33
355,13,45,0,12,1,31,32
910,11,45,0,12,2,32,34
808,17,45,0,6,1,27,28
656,19,48,0,11,1,28,29
1056,13,48,0,11,1,34,35
763,13,50,0,13,1,36,37
470,13,51,0,9,1,37,38
521,16,51,0,7,1,34,35
872,11,51,0,9,1,39,40
1114,9,54,0,7,1,44,45
519,0,56,0,8,2,54,56
278,12,58,0,12,1,45,46
980,20,58,0,12,2,36,38
247,17,58,0,8,1,40,41
185,13,58,0,8,1,44,45
930,19,58,0,12,2,37,39
1081,16,60,0,14,1,43,44
571,11,60,0,14,1,48,49
192,14,65,0,15,2,49,51
171,15,65,0,15,1,49,50
261,3,67,0,11,1,63,64
590,21,68,0,13,1,46,47
881,15,68,0,13,1,52,53
1054,19,68,0,13,3,46,49
913,20,68,0,13,1,47,48
1086,8,68,0,9,1,59,60
126,8,68,0,9,1,59,60
